,label-coarse,label-fine,text
4618,4,13,How many of them are in sub-Saharan Africa ?
4619,0,12,"What is the history of Spartacus , the Roman slave and gladiator ?"
4620,5,14,What famed wall supports the Badaling turret ?
4621,3,4,"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?"
4622,0,7,What is object-oriented design ?
4623,0,7,What does Melissa mean ?
4624,0,7,What is form drag ?
4625,1,2,Who were John F. Kennedy 's dogs ?
4626,5,14,Where are good science sites on the Internet ?
4627,3,4,What woman was Time 's Man of the Year for 1952 ?
4628,0,9,What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?
4629,3,4,Who wrote The Ugly Duckling ?
4630,3,4,Who designed London Bridge ?
4631,4,13,"How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?"
4632,4,13,How many flavors of ice cream does Howard Johnson 's have ?
4633,1,14,What weapon did the crossed slits in English castles accommodate ?
4634,0,0,How can I stop or slow down aging ?
4635,5,14,Where are the busiest Amtrak rail stations in the U.S. ?
4636,4,13,How many freckles does Howdy Doody have on his face ?
4637,0,0,"How does Cos Cob , CT get its name ?"
4638,3,4,Who was considered to be the father of psychology ?
4639,0,0,How did Super President gain his powers on the animated series ?
4640,4,40,How tall was the animated King Kong ?
4641,0,7,What are values ?
4642,4,14,What is the population of Japan ?
4643,1,44,Name an American made motorcycle .
4644,5,14,Where was the largest concentration camp in World War II ?
4645,4,25,How much did Alaska cost when bought from Russia ?
4646,4,13,How many events make up the decathlon ?
4647,0,9,What causes blue balls ?
4648,5,14,What were the first bodies visited by spacecraft ?
4649,3,4,Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?
4650,3,4,Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?
4651,3,4,Name of the lady the Great Gatsby pines for ?
4652,1,14,What does a chef coddle eggs in ?
4653,4,13,How many bails are there in a cricket wicket ?
4654,5,21,What city was Martin Luther King Jr. assassinated in ?
4655,3,4,"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?"
4656,5,14,Where 's the Bernini-Bristol Hotel ?
4657,3,4,Who said `` What contemptible scoundrel stole the cork from my lunch ? ''
4658,5,21,What is the capital of Kosovo ?
4659,3,5,What kind of company is 7-Eleven ?
4660,4,13,How many letters appear with the numbers 2 to 9 on a telephone dial ?
4661,5,21,What were the first three cities to have a population of more than a million ?
4662,0,0,How did the months of the year get there name ?
4663,1,14,What scale measures earthquakes ?
4664,0,7,What is a glory hole ?
4665,1,14,What kind of education would you need to become an athletic trainer for the NFL ?
4666,3,5,What are the major companies that are part of Dow Jones ?
4667,3,5,What college did Joe Namath play football for ?
4668,4,25,What was the minimum wage in 1991 ?
4669,5,18,What country is the biggest producer of tungsten ?
4670,0,0,How does it make its colors ?
4671,0,12,What would happen to Canada if Quebec separated ?
4672,4,8,When is the Jimmy Buffett concert coming to the E center in Camden NJ ?
4673,0,12,What is ` Last Chance for Animals ' ?
4674,5,18,What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?
4675,0,12,What is the weather like on the moon ?
4676,3,4,Who was the 1st U.S. President ?
4677,1,37,"What is the main language of Sao Paulo , Brazil ?"
4678,4,25,How much did Varian Associates try to sell its vacuum products division to the BOC group for ?
4679,2,34,What is the abbreviation of the International Olympic Committee ?
4680,4,13,How many people hike ?
4681,0,7,What are boxcars ?
4682,0,0,How do I keep cats out of my flower garden for good ?
4683,3,4,Who played Maria in the film West Side Story ?
4684,1,23,What is a common anti-AIDS drug ?
4685,3,4,Who bestowed great power upon Captain Britain ?
4686,0,0,How can you tell when figs are ripe ?
4687,0,0,How do I love thee ?
4688,1,17,Which type of soda has the greatest amount of caffeine ?
4689,5,18,What nationality is a Sicilian ?
4690,3,4,What is the most common boy 's or girl 's name ?
4691,3,4,"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?"
4692,1,19,What color was the hundred billionth crayon made by Crayola ?
4693,1,17,What soft drink tells us to `` Go Hawaiian '' ?
4694,0,0,How does a hydroelectric dam work ?
4695,5,14,What is the oldest building in the United States ?
4696,1,2,What is the West Virginia state animal ?
4697,4,13,How many people died on South Carolina highways in 1998 ?
4698,0,7,What are binomial coefficients ?
4699,0,7,What was The Living Room War ?
4700,1,20,What are some translations of the phrase `` Thank-you '' ?
4701,4,8,What is President Nixon 's birthdate ?
4702,1,17,What is `` the great American family cereal '' ?
4703,0,12,"What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?"
4704,4,13,How many people died in the Vietnam war ?
4705,4,8,What year did Montana become a state ?
4706,4,8,When was the USSR dissolved ?
4707,0,9,Why are there letters on the telephone ? Why are there no Q or Z ?
4708,5,21,What Japanese city was once called Edo ?
4709,3,4,Who did the Seven Mules block for ?
4710,3,5,What is the world 's largest distilling company ?
4711,3,4,"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?"
4712,5,14,Where is one 's corpus callosum found ?
4713,3,4,Who did Napolean defeat at Jena and Auerstadt ?
4714,1,26,What household products are there for adult acne ?
4715,3,4,What British prime minister and U.S. president were seventh cousins once-removed ?
4716,1,26,What is the most expensive car in the world ?
4717,0,7,What is an Angelus ?
4718,4,13,How many objects orbit the Earth ?
4719,1,10,What was the tragedy that struck the city of Dogtown in 1899 ?
4720,5,21,What 's the oldest capital city in the Americas ?
4721,1,1,What Leon Uris novel dealt with the Russian capture of Berlin ?
4722,5,14,"What is the location of Edinburgh , Scotland ?"
4723,4,13,How many muscles does the average adult use when going for a walk ?
4724,4,27,How long do you have to live in a community to vote ?
4725,3,4,What was the name of the Titanic 's captain ?
4726,3,4,Name of heroine in `` Scruples '' ?
4727,4,32,How big is the Chappellet vineyard ?
4728,5,18,Jackson Pollock was a native of what country ?
4729,0,9,What makes sperm ?
4730,0,0,How do I know how much money to save for retirement ?
4731,0,7,What does the dot on the letter i mean ?
4732,3,4,Who wrote The Godfather ?
4733,0,12,What is the origin of the term soda jerk ?
4734,4,14,What is the frequency of VHF ?
4735,1,29,What sport does Chris Jogis play ?
4736,5,14,What island was the target of the U.S. 's Operation Urgent Fury ?
4737,1,23,What is a fear of robbers ?
4738,1,1,What Nevil Shute novel is about the doomed survivors of a nuclear war ?
4739,0,9,What is the cause of endangered species ?
4740,3,4,Which of the following TV newsmen was a Rhodes scholar ?
4741,1,14,What did Warlock wear on his forehead in Marvel comics ?
4742,1,22,What is the softest part of the body ?
4743,3,4,What six-foot temperance advocate wielded her hatchet on saloons ?
4744,4,13,How many islands does Fiji have ?
4745,1,14,What line divided the North and South in the U.S. Civil War ?
4746,0,7,What is the definition of cecum ?
4747,3,4,Who invented volleyball ?
4748,5,18,What 's the most powerful country in the world ?
4749,0,0,How do I do this ?
4750,3,5,Name a ballet company Mikhail Baryshnikov has danced for ?
4751,3,4,Who led the Normans to victory in the Battle of Hastings ?
4752,0,12,What is the origin of the word `` Teddy bear '' ?
4753,4,38,What percentage of the world 's plant and animal species can be found in the Amazon forests ?
4754,3,4,"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?"
4755,3,4,Who invented the horoscope ?
4756,1,17,What nutrients are for healthy bones and teeth ?
4757,0,7,What are Fortune 500 companies ?
4758,0,12,What is the difference between ninjitsu and kung fu ?
4759,3,4,What king was forced to agree to the Magna Carta ?
4760,4,13,How many electoral college votes does Colorado have ?
4761,3,4,What were Babe Ruth 's Christian names ?
4762,4,13,How many bottles of wine were prisoners in the Bastille allowed per day ?
4763,5,14,Where do lobsters like to live ?
4764,3,4,"Who was the first elected mayor of Washington , D.C. ?"
4765,1,14,What are the wolverine habits ?
4766,0,0,How do you fix squeaky floors ?
4767,4,8,When was the Big Thompson flood ?
4768,0,12,What good are mosquitoes ?
4769,0,0,How do you get bubblegum out of carpet ?
4770,1,29,"What 's played at Wembley Stadium , London , every May ?"
4771,3,4,"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?"
4772,4,13,How many hours of work does it take a typist to complete a 100-page screenplay ?
4773,3,4,What is Alice Cooper 's real name ?
4774,0,7,What is the Peloponnesian League ?
4775,5,21,What two cities usually mark the extremes of English Channel swims ?
4776,4,13,How many times does the tide ebb and flow each day ?
4777,3,4,Who invented television ?
4778,0,7,What are tannins ?
4779,0,0,How does General Mills manufacture Cheerios ?
4780,1,1,What was Jimmy Durante 's theme song ?
4781,3,4,Name the person who burst through the screen in the Lite beer commercials .
4782,1,17,What delicacy is known indelicately as pickled roe ?
4783,1,17,What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?
4784,3,4,What U.S. vice-president killed Alexander Hamilton in a duel ?
4785,4,41,What 's the Fahrenheit equivalent of zero degrees centigrade ?
4786,4,13,How many muscles does an oyster have ?
4787,1,29,"What card game derived its name from biritch , or Russian Whist ?"
4788,3,4,Who wrote `` Much Ado About Nothing '' ?
4789,1,36,What is the collective noun for geese ?
4790,0,12,What personality traits are Capricorns said to have ?
4791,5,14,Where can I get information concerning child custody files for the State of Utah ?
4792,1,1,What was John F. Kennedy 's 1960 campaign song ?
4793,3,4,What Louisiana Senator won a seat that had been held by his father and mother ?
4794,1,1,What hymn did John Steinbeck get his title The Grapes of Wrath from ?
4795,1,31,What invention does the principle of conservation of energy make impossible ?
4796,1,14,What 's the highest-ranking suit in bridge ?
4797,3,4,Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?
4798,3,4,What writer is famous for physically putting himself into the center of his subject matter ?
4799,3,4,Who 's the lead singer of the Led Zeppelin band ?
4800,3,4,"In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?"
4801,3,4,Who plays the cop in the movie `` Kindergarten Cop '' ?
4802,4,13,How many characters makes up a word for typing test purposes ?
4803,1,29,What non-mechanical sport achieves the highest speeds ?
4804,4,25,What was the 1940 annual salary for a boilermaker ?
4805,3,4,"Who created Billy Pilgrim , a survivor of the Dresden firestorm ?"
4806,1,29,"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?"
4807,5,18,What country saw the origin of the Asian Flu ?
4808,3,4,Who is the richest woman in the world ?
4809,5,14,Where can I take a test that will tell me what I should be when I grow up ?
4810,0,9,What caused the death of Bob Marley ?
4811,3,6,"What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?"
4812,1,1,What daily newspaper will `` help you see clearer across the USA '' ?
4813,5,14,What lake in Scotland is said to hold one or more monsters ?
4814,3,4,Who were the 1974 Oscar winners ?
4815,3,5,What kind of business is 7-Eleven ?
4816,0,7,What is Sinn Fein ?
4817,1,23,"What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?"
4818,1,17,What do river otters eat ?
4819,3,4,"Who wrote the book , `` Huckleberry Finn '' ?"
4820,3,4,Who would you use the Heimlich maneuver on ?
4821,5,14,What famed library can you reach by dialing 22-287-5 ?
4822,1,2,What five-time winner of the Kentucky Derby lost his first 25 races ?
4823,1,14,What did Vasco da Gama discover ?
4824,0,7,What is Megan 's law ?
4825,5,14,Where can I get a complete listing of showtimes in my area ?
4826,5,14,Where 's Montenegro ?
4827,0,7,What is usenet for the Internet ?
4828,0,7,What are field effect transistors ?
4829,1,2,What was the killer whale who died at Sea World of a fungal infection named ?
4830,0,7,What is witch hazel ?
4831,1,30,What is state tree of Nebraska ?
4832,5,14,Where is Glasgow ?
4833,0,9,Why is Chicago named Chicago ?
4834,1,19,What three colors of ink are used to print a U.S. dollar bill ?
4835,0,9,What exactly is the purpose of the anteater ?
4836,1,31,What is the correct way to use `` may '' vs. `` might '' ?
4837,5,21,What North American city boasts the biggest Polish population ?
4838,3,4,"What radio , TV and movie character did Jackie Gleason and William Bendix play ?"
4839,5,14,"Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?"
4840,1,14,What does a pedometer measure ?
4841,4,27,What is Maurizio Pellegrin 's age ?
4842,4,13,How many thousands of students attend the University of Massachusetts ?
4843,3,4,Name the U.S. Senate majority leader and the Speaker of the House .
4844,3,5,What name did football 's New York Titans adopt in 1963 ?
4845,3,4,What female suspect in the game of Clue is single ?
4846,3,4,Who owns CNN ?
4847,4,13,About how many Americans are still unaccounted for from the Vietnam war ?
4848,4,14,What is the chemical reactivity of neon ?
4849,0,7,What is an auto-commentary ?
4850,5,14,What is the oldest website on the Internet ?
4851,0,7,What is deconstructionism ?
4852,0,12,What did Lenny Bruce say that got him arrested ?
4853,1,1,What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?
4854,1,23,What is a fear of speaking ?
4855,1,1,What was Hitler 's favorite movie ?
4856,0,9,Why do airliners crash vs. gliding down ?
4857,0,9,What are those little blue reflectors in the middle of the road for ?
4858,3,4,"What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?"
4859,0,0,How is saline used in medicine ?
4860,1,20,"What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?"
4861,1,10,"What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?"
4862,5,18,What country are you visiting if you land at President Duvalier Airport ?
4863,3,4,What attorney-general ordered the closing of Alcatraz ?
4864,5,21,What is the capital of Congo ?
4865,0,12,What is the text of the Fifth Amendment ?
4866,5,18,What is a country that starts with the letter x ?
4867,5,18,What countries earn the most from tourism ?
4868,0,7,What is the Internet2 ?
4869,5,21,Which city in China has the largest number of foreign financial companies ?
4870,4,8,When are the Oscars Academy Awards in 1999 ?
4871,3,4,Who was the prophet of the Jewish people ?
4872,3,4,What is the most common name ?
4873,3,4,Who was the oldest U.S. president ?
4874,1,30,"What common plant has a button , cap , cup , gills , and ring ?"
4875,4,8,When was Dubai 's first concrete house built ?
4876,0,7,What is the Milky Way ?
4877,0,12,What is Remembrance Day all about ?
4878,1,17,What food did Marco Polo introduce into Italy from the court of Kubla Khan ?
4879,3,5,What diamond producer controls about 80% of the world 's diamonds ?
4880,3,4,Who is the prophet of the religion of Islam ?
4881,3,4,Who portrayed Maggio in the film From Here to Eternity ?
4882,5,14,Where are zebras most likely found ?
4883,4,38,What are the odds of giving birth to twins ?
4884,5,14,"What is the best place to live in the world , considering climate , civilization ?"
4885,0,7,What is meant by `` capital market '' ?
4886,0,0,"In My Antonia , how is Mr. Shimerda out of place on the farm ?"
4887,1,44,What ship did Lloyd M. Bucher command ?
4888,1,23,Name a medicine commonly used to combat AIDS ?
4889,0,12,What is the difference between hair and fur ?
4890,0,12,What is the difference between love and infatuation ?
4891,3,4,Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .
4892,1,17,What foods contain vitamin B12 ?
4893,4,25,What is the amount of money owed for illegally having a dog on a beach ?
4894,1,15,What are the first and last letters of the Greek alphabet ?
4895,5,14,What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?
4896,4,32,How big is the largest diamond ?
4897,1,31,What are some ways to help someone with Chicken Pox ?
4898,0,0,How do I find out the exact time of a sunset for a particular day ?
4899,4,8,When did the original Howdy Doody show go off the air ?
4900,4,13,How many languages are there in the world ?
4901,3,12,Who was Picasso ?
4902,3,4,Who were the only two bald U.S. Presidents ?
4903,3,4,Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?
4904,5,14,What river flows past the Temple of Karnak ?
4905,3,4,What comedian was The Perfect Fool ?
4906,0,12,What are the benefits of a rowing machine ?
4907,5,14,Where do you find information about the Queensland National Competition Policy
4908,0,7,What 's a `` coup de poing '' to a French boxer ?
4909,0,12,What 's the difference between carelessness and carefreeness ?
4910,1,20,What is the Islamic counterpart to the Red Cross ?
4911,0,9,Why does tuberculosis afflict people ?
4912,3,4,Who loved Flash Gordon besides Dale ?
4913,0,7,What is tyvek ?
4914,1,14,What do humans catch zoonose diseases from ?
4915,0,0,How did Asia get its name ?
4916,1,44,What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?
4917,5,14,Where can I get information on the original 13 US colonies ?
4918,1,23,For what disease is the drug Sinemet used as a treatment ?
4919,1,31,What are three ways in which wind is created on the earth ?
4920,1,14,What gender is not allowed to vote in Kuwait ?
4921,4,13,How many inches over six feet is Tom Selleck ?
4922,1,23,What is the name of the disease that actress Hunter Tylo 's baby girl has ?
4923,3,4,Who 's the only president buried in Washington
4924,4,25,How much could you rent a Volkswagen bug for in 1966 ?
4925,3,4,Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?
4926,4,25,"What is the mean income of the top 10% , top 5% , and top 1% ?"
4927,5,21,What North American city sprouts the most parking meters ?
4928,5,14,What is the largest and most expensive freeway construction project in the U.S. right now ?
4929,0,12,What can I do to get into an Ivy League school ?
4930,1,1,What film did Louise Fletcher win the best actress Oscar for ?
4931,5,14,Where did Gulliver find a race of tiny people ?
4932,1,1,"What 1950 film won seven Oscars , including best picture ?"
4933,4,13,How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?
4934,4,25,How much do tuberculosis combatting drugs cost ?
4935,3,4,President Bush compared Saddam Hussein to whom ?
4936,3,5,What 's the name of Pittsburgh 's baseball team ?
4937,1,1,What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?
4938,3,4,"What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?"
4939,3,4,Who created the character James Bond ?
4940,1,29,What type of exercise burns the most calories ?
4941,0,12,What is `` the only cigarette made with no leftovers '' ?
4942,5,14,Where did the Japanese Imperial Forces surrender to end WWII ?
4943,2,34,What is Mikhail Gorbachev 's middle initial ?
4944,4,13,How many rows of whiskers does a cat have ?
4945,3,4,What British general surrendered to the colonial army at Saratoga ?
4946,0,0,"How can people from Ireland come to the U.S. , work , and then return to Ireland ?"
4947,1,26,"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?"
4948,4,13,What is the world population as of today ?
4949,0,12,What is the history of Buffalo chicken wings ?
4950,0,7,What is humidity ?
4951,1,2,"What kind of creatures are black , yellow , and brown bullheads ?"
4952,5,21,What city would you be in if you were feeding the pigeons in the Piazza San Marco ?
4953,3,4,What artist 's studio was the Bateau-Lavoir in Montmartre ?
4954,5,14,What is the name of the planet that the Ewoks live on ?
4955,4,13,How many words are there in the Spanish language ?
4956,5,14,Where is there information on the novel `` El Cid '' ?
4957,1,42,What is the chemical formula for napalm ?
4958,0,7,What is yohimbine ?
4959,0,7,What is `` Chicago Hope '' ?
4960,4,13,How many members of a family could be drafted in the U.S. military during World War II ?
4961,3,4,"Who wrote the song , `` Silent Night '' ?"
4962,3,5,What company is the largest Japanese ship builder ?
4963,2,3,What does the `` blue ribbon '' stand for ?
4964,4,8,What is the average date when most malls begin putting up Christmas holiday decorations ?
4965,4,13,How many characters are in the Chinese alphabet ?
4966,5,14,Where is Burma ?
4967,3,4,Who wrote The Collector ?
4968,3,5,Which major diamond producer is based in South Africa ?
4969,3,4,Who was Samuel Johnsons 's friend and biographer ?
4970,3,4,What kind of women gave Sigmund Freud erotic dreams ?
4971,1,20,What are the Cleveland Indians also called ?
4972,1,14,What commodity 's shortage was the largest single factor in keeping North American cars off the roads during World War II ?
4973,4,13,How many hummingbird eggs could fit in one ostrich egg ?
4974,3,4,"Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?"
4975,3,4,Who played the father on `` Charles in Charge '' ?
4976,4,27,What is the gestation period for human pregnancies ?
4977,5,14,Where did the name Daniel originate ?
4978,1,31,What are common methods used to regulate monopolies ?
4979,0,7,What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?
4980,4,27,How long does the average domesticated ferret live ?
4981,1,20,Name the Islamic counterpart to the Red Cross .
4982,1,10,What are the historical trials following World War II called ?
4983,5,11,What states do not have state income tax ?
4984,5,21,What city has the two steepest streets in the U.S. ?
4985,0,9,What is Margaret Thatcher known for ?
4986,5,18,Name the country of giants twelve times the size of man in `` Gulliver 's Travels . ''
4987,4,14,What 's men 's par on a 455-yard golf hole ?
4988,1,28,What four elements make up 90 percent of the human body ?
4989,4,13,How many countries are there ?
4990,5,14,Where does most of the marijuana entering the United States come from ?
4991,1,1,Stuart Hamblen is considered to be the first singing cowboy of which medium ?
4992,3,6,What is Steve Rogers 's profession when he 's not Captain America ?
4993,1,23,What is the most common cancer ?
4994,3,4,Who are the top 10 richest people in the world ?
4995,0,0,How do I contact Answers.com direct ?
4996,0,9,What causes a person to have constantly sweaty hands and feet ?
4997,0,12,What happened to Answers.com ?
4998,0,7,What is the spectrum of a sine wave ?
4999,3,5,What ethnic group introduced the idea of potlatch ?
5000,0,7,What is a person 's socioeconomic position ?
5001,0,12,What do you say to a friend who ignores you for other friends ?
5002,4,13,How many yards are in 1 mile ?
5003,3,4,What actor was the first man to appear on the cover of McCall 's ?
5004,2,3,"What does R.E.M. stand for , as in the rock group R.E.M. ?"
5005,3,5,What Cruise Line does Kathie Lee Gifford advertise for ?
5006,0,7,What does the name Jenna mean ?
5007,0,9,Why do girls have to wear training bras ?
5008,4,8,When was the first successful heart transplant for a human ?
5009,0,0,How did Edith Bunker die ?
5010,5,18,"What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?"
5011,0,7,Define Spumante .
5012,2,3,What does pH stand for ?
5013,5,18,What country is Mount Everest in ?
5014,5,18,Which country is the largest country in Latin America ?
5015,3,4,Name the Four Horsemen of the Apocalypse .
5016,0,7,What are geckos ?
5017,1,1,What is the name of a book written by Aaron Hass ?
5018,0,7,What is cosmology ?
5019,4,13,How many watts make a kilowatt ?
5020,1,1,What TV series features the adventures of a married couple named Jonathan and Jennifer ?
5021,3,4,What female faith healer wrote the inspirational book I Believe in Miracles ?
5022,3,12,Who was Jinnah ?
5023,1,14,What did Esquire name Ash Hole of the Year for 1980 ?
5024,5,14,Where did King Francis I hang the `` Mona Lisa '' when he owned it ?
5025,1,14,What 's been the ruin of many a poor boy in New Orleans ?
5026,0,7,What is habeas corpus ?
5027,0,0,How do you use an intranet ?
5028,3,4,What famous husband-and-wife team did radio ads for Blue Nun wine ?
5029,4,13,How many times has Harold Stassen announced a drive for the White House ?
5030,4,25,What are bottle caps with presidents ' pictures inside worth ?
5031,5,14,Where can I find the history of the Hungarian language ?
5032,0,9,"Why do USA fax machines not work in UK , NNP ?"
5033,1,14,What cigarette is `` a whole new world '' ?
5034,3,4,Who tramped through Florida looking for the Fountain of Youth ?
5035,4,8,"In 1990 , what day of the week did Christmas fall on ?"
5036,1,1,What is the name of the song that Dracula plays on the organ ?
5037,1,2,What two animals are specifically mentioned as being in Noah 's Ark ?
5038,0,7,What is federal income tax ?
5039,3,5,What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?
5040,1,23,"What disease plagued Europe , Africa and Asia ?"
5041,1,29,What card game can feature dealer 's choice ?
5042,4,13,How many American soldiers are stationed in South Korea ?
5043,1,23,What is a fear of failure ?
5044,4,13,How many feet more than 2 is the average height of the Great Wall of China ?
5045,0,12,What was the verdict in the 1925 trial of John T. Scopes ?
5046,1,31,What is the best way to travel in Japan ?
5047,4,27,How long ago did the Anglican church part from the Vatican ?
5048,4,25,How much did Lucy Van Pelt originally charge for psychiatric sessions ?
5049,3,4,Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?
5050,4,8,When was the Parthenon built ?
5051,1,1,What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?
5052,0,7,What is a common dolphin ?
5053,0,0,How is Answers.com funded ?
5054,4,27,How long does a pig 's orgasm last ?
5055,5,11,What U.S. state comes last in an alphabetical list ?
5056,4,13,How many mountains have been named for Presidents in the continental USA ?
5057,4,14,What are the unemployment statistics for the years 1965 and 1990 ?
5058,2,3,What does BUD stand for ?
5059,3,4,Who is the one Independent Member of Congress ?
5060,3,5,What is a society ruled by elders ?
5061,3,4,What two presidents of the U.S. published books of poetry ?
5062,3,4,Which of the Seven Dwarfs comes first alphabetically ?
5063,3,4,What professional cricketer 's son wrote The War of the Worlds in 1898 ?
5064,1,17,What condiment do the Dutch dip their French fries in ?
5065,1,1,Which comic strip was never turned into a Broadway musical ?
5066,1,10,In what war was the first submarine used ?
5067,2,3,CPR is the abbreviation for what ?
5068,4,13,How many inches apart are adjacent pins in tenpin bowling ?
5069,4,13,How many miles of corridors are in The Pentagon ?
5070,0,0,How do you find the area of a circle ?
5071,5,11,What U.S. state includes the San Juan Islands ?
5072,3,4,"What English playwright penned : `` Where the bee sucks , so shall I '' ?"
5073,0,7,What do the red-and-white stripes on a barbershop pole stand for ?
5074,1,44,Name the ship Beany and Cecil sailed .
5075,4,40,How deep is a fathom ?
5076,0,7,What was the `` Dead Man 's Hand '' ?
5077,3,4,What was Fred Astaire 's dancing partner 's name ?
5078,0,0,How do I find a web address for a company ?
5079,4,13,What is the highest number of home runs on record for any one game ?
5080,1,30,What are some of Australia 's native flora ?
5081,3,4,What heavyweight boxer was known as The Wild Bull of the Pampas ?
5082,4,13,How many quarts of whole milk is needed to make one pound of butter ?
5083,5,14,What London street claims to be the world center for men 's tailoring ?
5084,4,27,How old is the universe ?
5085,4,8,When does the Bible say the seasons started ?
5086,1,2,What animal has been called The Poor Man 's Cow ?
5087,0,12,Where did the marriage ceremony come from ?
5088,5,18,What bordering country is due north of Costa Rica ?
5089,1,1,What Morris West novel deals with Russian bishop who becomes Pope ?
5090,5,18,What nation boarders Mozambique ?
5091,2,3,What does EKG stand for ?
5092,4,8,The Olympic Games in which year allowed Nadia Comaneci to become popular ?
5093,3,4,What TV talk-show host lends his name to a line of men 's clothing ?
5094,1,17,What soft drink held a national flavor poll in 1967 ?
5095,0,9,Colin Powell is famous for what ?
5096,1,20,The Jewish alphabet is known as what ?
5097,1,23,What is a fear of home surroundings ?
5098,4,13,How many people die of tuberculosis yearly ?
5099,0,7,What is a specimen of basidiomycetes ?
5100,3,4,Who invented the electric guitar ?
5101,5,21,What is the capital of California ?
5102,5,18,What country comes last in an alphabetical list ?
5103,0,7,What are faults in the earth 's crust ?
5104,0,7,What was an `` Asiento '' ?
5105,0,12,What kind of greeting is appropriate to send on Yom Kippur ?
5106,4,41,How hot should the oven be when baking Peachy Oat Muffins ?
5107,0,7,What is dextropropoxyphen napsylate ?
5108,1,1,What Don McLean song laments the day Buddy Holly died ?
5109,0,7,What is Srpska Krajina ?
5110,0,0,How was the Kennedy money made ?
5111,5,18,What country is the worlds leading supplier of cannabis ?
5112,1,2,What was the orca 's name that died of a fungal infection at Sea World ?
5113,3,4,Who is the President of Pergament ?
5114,5,21,What city is the Kentucky Horse Park near ?
5115,0,12,What does Esa-Pekka Salonen look like ?
5116,1,17,"What cereal goes `` snap , crackle , pop '' ?"
5117,0,0,How did water appear on the earth ?
5118,5,14,Where did Hillary Clinton graduate college ?
5119,0,7,What does Robert mean ?
5120,0,0,How do anti-locking brakes work ?
5121,1,19,What colors is magenta made of ?
5122,0,0,How does the chain of command work inside an US army Apache helicopter ?
5123,1,1,Which medium is Hamblen the first singing cowboy in ?
5124,1,1,What is the name of Jamiroquai new album ?
5125,0,7,What is a hormone ?
5126,3,4,What American naval officer broke Japan 's isolationist policy in 1853 ?
5127,0,7,What is fellatio ?
5128,0,9,What characteristics contribute to its `` intelligence '' ?
5129,1,10,What significant battle was fought in Belgium in 1815 ?
5130,3,5,Which police department made the all-time biggest cocaine bust in Ventura County ?
5131,3,4,Who gave us the `` Rolling Writer '' ?
5132,0,0,How were the days of the week named ?
5133,3,4,Who wrote The Secret Life of Walter Mitty ?
5134,1,1,What 1965 film had Jack Lemmon portraying a cartoonist ?
5135,0,7,What is fiber in food ?
5136,1,17,What 's the traditional drink at the Kentucky Derby ?
5137,3,4,Who is the head of the World Bank ?
5138,0,9,"Why do some jets have a vapor trail , and others do not ?"
5139,1,23,What is a fear of childbirth ?
5140,4,13,How many people does Honda employ in the U.S. ?
5141,1,2,What species was Winnie the Pooh ?
