id,name,description
speech-enhancement,Speech Enhancement,"**Speech Enhancement** is a signal processing task that involves improving the quality of speech signals captured under noisy or degraded conditions. The goal of speech enhancement is to make speech signals clearer, more intelligible, and more pleasant to listen to, which can be used for various applications such as voice recognition, teleconferencing, and hearing aids.

<span style=""color:grey; opacity: 0.6"">( Image credit: [A Fully Convolutional Neural Network For Speech Enhancement](https://arxiv.org/pdf/1609.07132v1.pdf) )</span>"
speech-extraction,Speech Extraction,
speech-intent-classification,Speech Intent Classification,
speech-recognition-1,speech-recognition,
speech-recognition,Speech Recognition,"**Speech Recognition** is the task of converting spoken language into text. It involves recognizing the words spoken in an audio recording and transcribing them into a written format. The goal is to accurately transcribe the speech in real-time or from recorded audio, taking into account factors such as accents, speaking speed, and background noise.

<span style=""color:grey; opacity: 0.6"">( Image credit: [SpecAugment](https://arxiv.org/pdf/1904.08779v2.pdf) )</span>"
speech-recognition-on-voxpopuli-de,Speech Recognition on Voxpopuli DE,
speech-separation,Speech Separation,"The task of extracting all overlapping speech sources in a given mixed speech signal refers to the **Speech Separation**. Speech Separation is a special scenario of source separation problem, where the focus is only on the overlapping speech signal sources and other interferences such as music or noise signals are not the main concern of the study.


<span class=""description-source"">Source: [A Unified Framework for Speech Separation ](https://arxiv.org/abs/1912.07814)</span>

Image credit: [Speech Separation of A Target Speaker Based on Deep Neural Networks](http://staff.ustc.edu.cn/~jundu/Publications/publications/ICSP2014_Du.pdf)"
speech-synthesis,Speech Synthesis,"Speech synthesis is the task of generating speech from some other modality like text, lip movements etc. 

Please note that the leaderboards here are not really comparable between studies - as they use mean opinion score as a metric and collect different samples from Amazon Mechnical Turk.

<span style=""color:grey; opacity: 0.6"">( Image credit: [WaveNet: A generative model for raw audio](https://deepmind.com/blog/article/wavenet-generative-model-raw-audio) )</span>"
speech-synthesis-assamese,Speech Synthesis - Assamese,
speech-synthesis-bengali,Speech Synthesis - Bengali,
speech-synthesis-bodo,Speech Synthesis - Bodo,
speech-synthesis-gujarati,Speech Synthesis - Gujarati,
speech-synthesis-hindi,Speech Synthesis - Hindi,
speech-synthesis-kannada,Speech Synthesis - Kannada,
speech-synthesis-malayalam,Speech Synthesis - Malayalam,
speech-synthesis-manipuri,Speech Synthesis - Manipuri,
speech-synthesis-marathi,Speech Synthesis - Marathi,
speech-synthesis-odia,Speech Synthesis - Odia,
speech-synthesis-rajasthani,Speech Synthesis - Rajasthani,
speech-synthesis-tamil,Speech Synthesis - Tamil,
speech-synthesis-telugu,Speech Synthesis - Telugu,
speech-to-gesture-translation,Speech-to-Gesture Translation,
speech-to-speech-translation,Speech-to-Speech Translation,"Speech-to-speech translation (S2ST) consists on translating speech from one language to speech in another language. This can be done with a cascade of automatic speech recognition (ASR), text-to-text machine translation (MT), and text-to-speech (TTS) synthesis
sub-systems, which is text-centric. Recently, works on S2ST without relying on intermediate text representation is emerging."
speech-to-text-translation,Speech-to-Text Translation,"Translate audio signals of speech in one language into text in a foreign language, either in an end-to-end or cascade manner."
speed-predict,speed predict,
spelling-correction,Spelling Correction,Spelling correction is the task of detecting and correcting spelling mistakes.
sperm-morphology-classification,Sperm Morphology Classification,Multi-class classification of sperm head morphology.
spike-sorting,Spike Sorting,Spike sorting is a class of techniques used in the analysis of electrophysiological data. Spike sorting algorithms use the shape(s) of waveforms collected with one or more electrodes in the brain to distinguish the activity of one or more neurons from background electrical noise.
spinal-cord-gray-matter-segmentation,Spinal Cord Gray Matter - Segmentation,
spindle-detection,Spindle Detection,
splenomegaly-segmentation-on-multi-modal-mri,Splenomegaly Segmentation On Multi-Modal Mri,
splice-site-prediction,Splice Site Prediction,
split-and-rephrase,Split and Rephrase,
split-cifar-10,Split-CIFAR-10,
split-mnist,Split-MNIST,
spo2-estimation,SpO2 estimation,SpO2 estimation
spoken-command-recognition,Spoken Command Recognition,
spoken-dialogue-systems,Spoken Dialogue Systems,
spoken-digits-recognition,Spoken Digits Recognition,
spoken-language-identification,Spoken language identification,Identify the language being spoken from an audio input only.
spoken-language-understanding,Spoken Language Understanding,
spoof-detection,Spoof Detection,
sports-analytics,Sports Analytics,
sports-understanding,Sports Understanding,
sql-chatbots,Sql Chatbots,
sql-parsing,SQL Parsing,
sql-synthesis,SQL Synthesis,
sql-to-text,SQL-to-Text,"<span style=""color:grey; opacity: 0.6"">( Image credit: [SQL-to-Text Generation with Graph-to-Sequence Model](https://arxiv.org/pdf/1809.05255v2.pdf) )</span>"
srf-test,SRF (test),
ssim,SSIM,
sst-2,SST-2,
sstod,SSTOD,
stability-aware-design,Stability-aware design,
stance-classification,Stance Classification,
stance-detection,Stance Detection,"Stance detection is the extraction of a subject's reaction to a claim made by a primary actor. It is a core part of a set of approaches to fake news assessment.

Example:

* Source: ""Apples are the most delicious fruit in existence""
* Reply: ""Obviously not, because that is a reuben from Katz's""
* Stance: deny"
stance-detection-us-election-2020-biden,Stance Detection (US Election 2020 - Biden),
stance-detection-us-election-2020-trump,Stance Detection (US Election 2020 - Trump),
starcraft,Starcraft,"Starcraft I is a RTS game; the task is to train an agent to play the game.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Macro Action Selection with Deep Reinforcement Learning in StarCraft](https://arxiv.org/pdf/1812.00336v3.pdf) )</span>"
starcraft-ii,Starcraft II,"Starcraft II is a RTS game; the task is to train an agent to play the game.

<span style=""color:grey; opacity: 0.6"">( Image credit: [The StarCraft Multi-Agent Challenge](https://arxiv.org/pdf/1902.04043v2.pdf) )</span>"
state-change-object-detection,State Change Object Detection,
statistical-independence-testing,statistical independence testing,
steering-control,Steering Control,
steganalysis,Steganalysis,Detect the usage of Steganography
steganographics,Steganographics,
steiner-tree-problem,Steiner Tree Problem,"The **Steiner tree problem** is a computational problem in computer science and graph theory that involves finding the minimum weight subgraph in an undirected graph that connects a given set of terminal vertices. The goal of the Steiner tree problem is to minimize the total weight of the edges in the subgraph, and it is considered NP-hard, meaning that finding the optimal solution is computationally difficult."
stereo-depth-estimation,Stereo Depth Estimation,
stereo-disparity-estimation,Stereo Disparity Estimation,
stereo-image-super-resolution,Stereo Image Super-Resolution,
stereo-lidar-fusion,Stereo-LiDAR Fusion,Depth estimation using stereo cameras and a LiDAR sensor.
stereo-matching-1,Stereo Matching,"**Stereo Matching** is one of the core technologies in computer vision, which recovers 3D structures of real world from 2D images. It has been widely used in areas such as autonomous driving, augmented reality and robotics navigation. Given a pair of rectified stereo images, the goal of Stereo Matching is to compute the disparity for each pixel in the reference image, where disparity is defined as the horizontal displacement between a pair of corresponding pixels in the left and right images.


<span class=""description-source"">Source: [Adaptive Unimodal Cost Volume Filtering for Deep Stereo Matching ](https://arxiv.org/abs/1909.03751)</span>"
stereo-matching,Stereo Matching Hand,
stereoscopic-image-quality-assessment,Stereoscopic image quality assessment,
stereotypical-bias-analysis,Stereotypical Bias Analysis,
stochastic-block-model,Stochastic Block Model,
stochastic-human-motion-prediction,Stochastic Human Motion Prediction,"Stochastic Human Motion Prediction assumes future stochasticity and therefore tackles the task from a generative point of view. Instead of predicting a single future, it predicts N possible futures."
stochastic-optimization,Stochastic Optimization,"**Stochastic Optimization** is the task of optimizing certain objective functional by generating and using stochastic random variables. Usually the Stochastic Optimization is an iterative process of generating random variables that progressively finds out the minima or the maxima of the objective functional. Stochastic Optimization is usually applied in the non-convex functional spaces where the usual deterministic optimization such as linear or quadratic programming or their variants cannot be used.


<span class=""description-source"">Source: [ASOC: An Adaptive Parameter-free Stochastic Optimization Techinique for Continuous Variables ](https://arxiv.org/abs/1506.08004)</span>"
stock-market-prediction,Stock Market Prediction,
stock-prediction,Stock Prediction,
stock-price-prediction,Stock Price Prediction,**Stock Price Prediction** is the task of forecasting future stock prices based on historical data and various market indicators. It involves using statistical models and machine learning algorithms to analyze financial data and make predictions about the future performance of a stock. The goal of stock price prediction is to help investors make informed investment decisions by providing a forecast of future stock prices.
stock-trend-prediction,Stock Trend Prediction,
stomach,Stomach,
story-completion,Story Completion,"Given a story prefix and two possible endings, determining which one is the correct (coherent) ending of the story."
story-continuation,Story Continuation,"The task involves providing an initial scene that can be obtained in real world use cases. By including this scene, a model can then copy and adapt elements from it as it generates subsequent images.

Source: [StoryDALL-E: Adapting Pretrained Text-to-Image Transformers for Story Continuation](https://paperswithcode.com/paper/storydall-e-adapting-pretrained-text-to-image)"
story-generation,Story Generation,"Story generation is the task of automatically generating a coherent narrative, often from a set of premises or a brief summary."
story-visualization,Story Visualization,
strategyqa,StrategyQA,"StrategyQA aims to measure the ability of models to answer questions that require multi-step implicit reasoning.

Source: [BIG-bench](https://github.com/google/BIG-bench/tree/main/bigbench/benchmark_tasks/strategyqa)"
streaming-target-sound-extraction,Streaming Target Sound Extraction,"This task is a variant of the [Target Sound Extraction](https://paperswithcode.com/task/target-sound-extraction) task, with the constraint of causal streaming inference. Aiming for an algorithmic latency of less than 20 ms, at each time step, streaming audio models operate on an input audio chunk of length less than 20 ms. The causal constraint means that the model only has the knowledge of past chunks and no future chunks."
stream-text-clustering,Stream Text Clustering,
street-scene-parsing,Street Scene Parsing,
stress-strain-relation,Stress-Strain Relation,"Data-driven techniques for finding stress-strain relation in non-linearly elastic bodies.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Data-driven Computing in Elasticity
via Chebyshev Approximation](https://arxiv.org/pdf/1904.10434.pdf) )</span>"
stroke-classification,Stroke Classification,
structual-feature-correlation,Structual Feature Correlation,Expressive Power of GNN to predict structural feature's correlation mutually.
structural-node-embedding,Structural Node Embedding,
structured-data-classification,Structured Data Classification,
structured-prediction,Structured Prediction,"**Structured Prediction** is an area of machine learning focusing on representations of spaces with combinatorial structure, and algorithms for inference and parameter estimation over these structures. Core methods include both tractable exact approaches like dynamic programming and spanning tree algorithms as well as heuristic techniques such as linear programming relaxations and greedy search.


<span class=""description-source"">Source: [Torch-Struct: Deep Structured Prediction Library ](https://arxiv.org/abs/2002.00876)</span>"
structured-report-generation,Structured Report Generation,
sts,STS,
sts-b,STS-B,
style-change-detection,Style change detection,
style-generalization,Style Generalization,
style-transfer,Style Transfer,"**Style Transfer** is a technique in computer vision and graphics that involves generating a new image by combining the content of one image with the style of another image. The goal of style transfer is to create an image that preserves the content of the original image while applying the visual style of another image.

<span style=""color:grey; opacity: 0.6"">( Image credit: [A Neural Algorithm of Artistic Style](https://arxiv.org/pdf/1508.06576v2.pdf) )</span>"
subdomain-adaptation,Subdomain adaptation,
subgraph-counting,Subgraph Counting,
subgraph-counting-2-star,Subgraph Counting - 2 star,
subgraph-counting-3-star,Subgraph Counting - 3 Star,
subgraph-counting-chordal-c4,Subgraph Counting - Chordal C4,
subgraph-counting-k4,Subgraph Counting - K4,
subgraph-counting-triangle,Subgraph Counting - Triangle,
subgroup-discovery,Subgroup Discovery,
subject-driven-video-generation,Subject-driven Video Generation,
subjectivity-analysis,Subjectivity Analysis,A related task to sentiment analysis is the subjectivity analysis with the goal of labeling an opinion as either subjective or objective.
subject-transfer,Subject Transfer,
success-rate-5-task-horizon,Success Rate (5 task-horizon),
suggestion-mining,Suggestion mining,"Suggestion mining can be defined as the extraction of suggestions from unstructured text,"
summarization,Summarization,"Summarization is the task of producing a shorter version of one or several documents that preserves most of the
input's meaning."
superpixel-image-classification,Superpixel Image Classification,A **Superpixel Image classification** can be classified the  group of pixels that share common characteristics (like pixel intensity ) or segementize the common pixel value in to one group.
superpixels,Superpixels,
super-resolution,Super-Resolution,"**Super-Resolution** is a task in computer vision that involves increasing the resolution of an image or video by generating missing high-frequency details from low-resolution input. The goal is to produce an output image with a higher resolution than the input image, while preserving the original content and structure.

<span style=""color:grey; opacity: 0.6"">( Credit: [MemNet](https://github.com/tyshiwo/MemNet) )</span>"
supervised-anomaly-detection,Supervised Anomaly Detection,"In the training set, the amount of abnormal samples is limited and significant fewer than normal samples, producing data distributions that lead to a naturally imbalanced learning problem."
supervised-dimensionality-reduction,Supervised dimensionality reduction,
supervised-video-summarization,Supervised Video Summarization,"**Supervised video summarization** rely on datasets with human-labeled ground-truth annotations (either in the form of video summaries, as in the case of the [SumMe](https://paperswithcode.com/dataset/summe) dataset, or in the form of frame-level importance scores, as in the case of the [TVSum](https://paperswithcode.com/dataset/tvsum-1) dataset), based on which they try to discover the underlying criterion for video frame/fragment selection and video summarization.

Source: [Video Summarization Using Deep Neural Networks: A Survey](https://arxiv.org/abs/2101.06072)"
surface-normal-estimation,Surface Normal Estimation,
surface-normals-estimation,Surface Normals Estimation,Surface normal estimation deals with the task of predicting the surface orientation of the objects present inside a scene. Refer to [Designing Deep Networks for Surface Normal Estimation (Wang et al.)](https://www.cs.cmu.edu/~xiaolonw/papers/deep3d.pdf) to get a good overview of several design choices that led to the development of a CNN-based surface normal estimator.
surface-normals-estimation-from-point-clouds,Surface Normals Estimation from Point Clouds,Parent task: 3d Point Clouds Analysis
surface-reconstruction,Surface Reconstruction,
surgical-gesture-recognition,Surgical Gesture Recognition,
surgical-phase-recognition,Surgical phase recognition,"The first 40 videos are used for training, the last 40 videos are used for testing."
surgical-skills-evaluation,Surgical Skills Evaluation,The task is to classify surgical skills using data that is recorded during the surgical intervention.
surgical-tool-detection,Surgical tool detection,Presence detection of various classes of surgical instruments in endoscopy videos.
surveillance-to-booking,Surveillance-to-Booking,
surveillance-to-single,Surveillance-to-Single,
surveillance-to-surveillance,Surveillance-to-Surveillance,
survey-sampling,Survey Sampling,
survival-analysis,Survival Analysis,"**Survival Analysis** is a branch of statistics focused on the study of time-to-event data, usually called survival times. This type of data appears in a wide range of applications such as failure times in mechanical systems, death times of patients in a clinical trial or duration of unemployment in a population. One of the main objectives of Survival Analysis is the estimation of the so-called survival function and the hazard function. If a random variable has density function $f$ and cumulative distribution function $F$, then its survival function $S$ is $1-F$, and its hazard $λ$ is $f/S$.


<span class=""description-source"">Source: [Gaussian Processes for Survival Analysis ](https://arxiv.org/abs/1611.00817)</span>

Image: [Kvamme et al.](https://arxiv.org/pdf/1910.06724v1.pdf)"
survival-prediction,Survival Prediction,
svbrdf-estimation,SVBRDF Estimation,SVBRDF Estimation
swapped-operands,Swapped operands,
symbolic-regression,Symbolic Regression,"producing a mathematical expression (symbolic expression)
that fits a given tabular data."
symmetric-face-inpainting,Symmetric face inpainting,
symmetry-detection,Symmetry Detection,
syntax-representation,Syntax Representation,
synthesizing-multi-parameter-magnetic,Synthesizing Multi-Parameter Magnetic Resonance Imaging (Mp-Mri) Data,
synthetic-data-binarization,Synthetic Data Binarization,
synthetic-data-generation,Synthetic Data Generation,The generation of tabular data by any means possible.
synthetic-face-recognition,Synthetic Face Recognition,
synthetic-image-attribution,Synthetic Image Attribution,"Determine the source or origin of a generated image, such as identifying the model or tool used to create it. This information can be useful for detecting copyright infringement or for investigating digital crimes."
synthetic-image-detection,Synthetic Image Detection,Identify if the image is real or generated/manipulated by any generative models (GAN or Diffusion).
synthetic-speech-detection,Synthetic Speech Detection,Detect fake synthetic speech generated using machine learning
synthetic-to-real-translation,Synthetic-to-Real Translation,"Synthetic-to-real translation is the task of domain adaptation from synthetic (or virtual) data to real data.

<span style=""color:grey; opacity: 0.6"">( Image credit: [CYCADA](https://arxiv.org/pdf/1711.03213v3.pdf) )</span>"
systematic-generalization,Systematic Generalization,
table-annotation,Table annotation,"**Table annotation** is the task of annotating a table with terms/concepts from knowledge graph or database schema. Table annotation is typically broken down into the following five subtasks: 

1. Cell Entity Annotation ([CEA](https://paperswithcode.com/task/cell-entity-annotation))
2. Column Type Annotation ([CTA](https://paperswithcode.com/task/column-type-annotation))
3. Column Property Annotation ([CPA](https://paperswithcode.com/task/columns-property-annotation))
4. [Table Type Detection](https://paperswithcode.com/task/table-type-detection)
5. [Row Annotation](https://paperswithcode.com/task/row-annotation)

The [SemTab](http://www.cs.ox.ac.uk/isg/challenges/sem-tab/) challenge is closely related to the Table Annotation problem. It is a yearly challenge which focuses on the first three tasks of table annotation and its purpose is to benchmark different table annotation systems."
table-based-fact-verification,Table-based Fact Verification,Verifying facts given semi-structured data.
table-detection,Table Detection,Image credit:[Table Detection in the Wild: A Novel Diverse Table Detection Dataset and Method](https://paperswithcode.com/paper/table-detection-in-the-wild-a-novel-diverse)
table-extraction,Table Extraction,Table extraction involves detecting and recognizing a table's logical structure and content from its unstructured presentation within a document
table-functional-analysis,Table Functional Analysis,"Table functional analysis involves recognizing which cells of a table correspond to keys (table headers), which cells correspond to values (table body), and their relationships."
table-recognition,Table Recognition,
table-retrieval,Table Retrieval,"When given a query, the goal of this task is to retrieve a relevant table from a (potentially large) collection of tables. The query could be a single sentence (such as a question), or it could also be a conversation. As for the retrieval, the tables could be in the raw form (i.e. the values of each cells), the metadata (such as the title, description), or summary statistics."
table-search,Table Search,
table-to-text-generation,Table-to-Text Generation,"**Table-to-Text Generation** is to generate a description from the structured table.


<span class=""description-source"">Source: [Key Fact as Pivot: A Two-Stage Model for Low Resource Table-to-Text Generation ](https://arxiv.org/abs/1908.03067)</span>"
table-type-detection,Table Type Detection,"Table Type Detection is the task of predicting the semantic type of a table and is a subtask of [Table Annotation](https://paperswithcode.com/task/table-annotation).  The labels used for annotation in this task are types from vocabularies like DBpedia, Schema.org etc. like *Music* or *Hotel*. The semantic type of a table can indicate the content of a table. For example, if the semantic type of a table is *Music* it indicates that the table consists of music records/entities."
tabular-classification,tabular-classification,
tabular-regression,tabular-regression,
tag,TAG,
talking-face-generation,Talking Face Generation,"Talking face generation aims to synthesize a sequence of face images that correspond to given speech semantics


<span style=""color:grey; opacity: 0.6"">( Image credit: [Talking Face Generation by Adversarially Disentangled Audio-Visual Representation](https://github.com/Hangz-nju-cuhk/Talking-Face-Generation-DAVS) )</span>"
talking-head-generation,Talking Head Generation,"Talking head generation is the task of generating a talking face from a set of images of a person.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Few-Shot Adversarial Learning of Realistic Neural Talking Head Models](https://arxiv.org/pdf/1905.08233v2.pdf) )</span>"
target-oriented-opinion-words-extraction,target-oriented opinion words extraction,The objective of TOWE is to extract the corresponding opinion words describing or evaluating the target from the review.
target-sound-extraction,Target Sound Extraction,"Target Sound Extraction is the task of extracting a sound corresponding to a given class from an audio mixture. The audio mixture may contain background noise with a relatively low amplitude compared to the foreground mixture components. The choice of the sound class is provided as input to the model in form of a string, integer, or a one-hot encoding of the sound class."
target-speaker-extraction,Target Speaker Extraction,Extract the dialogue content of the specified target in a multi-person dialogue.
task-completion-dialogue-policy-learning,Task-Completion Dialogue Policy Learning,
task-oriented-dialogue-systems,Task-Oriented Dialogue Systems,Achieving a pre-defined task through a dialog.
taxonomy-expansion,Taxonomy Expansion,Expand a seed taxonomy with new unseen node
taxonomy-learning,Taxonomy Learning,"Taxonomy learning is the task of hierarchically classifying concepts in an automatic manner from text corpora. The process of building taxonomies is usually divided into two main steps: (1) extracting hypernyms for concepts, which may constitute a field of research in itself (see Hypernym Discovery below) and (2) refining the structure into a taxonomy.

Description from [NLP Progress](http://nlpprogress.com/english/taxonomy_learning.html)"
template-matching,Template Matching,
action-recognition,Temporal Action Localization,Temporal Action Localization aims to detect activities in the video stream and  output beginning and end timestamps. It is closely related to  Temporal Action Proposal Generation.
temporal-action-proposal-generation,Temporal Action Proposal Generation,
temporal-casual-qa,Temporal/Casual QA,
temporal-defect-localization,Temporal Defect Localization,"Closed-Circuit TeleVision (CCTV) is popular method for pipe defect
inspection. Different from short QV videos, CCTV videos are much longer and record more comprehensive content in the very distant pipe. The main task is to discover temporal locations of pipe defects in such untrimmed videos. Clearly, manual inspection is expensive, based on hundreds of hours of CCTV videos. To fill this gap, we introduce this temporal localization task, which is to find the temporal locations of pipe detects and recognizing their corresponding categories in
a long CCTV video."
temporal-forgery-localization,Temporal Forgery Localization,
temporal-information-extraction,Temporal Information Extraction,"Temporal information extraction is the identification of chunks/tokens corresponding to temporal intervals, and the extraction and determination of the temporal relations between those. The entities extracted may be temporal expressions (timexes), eventualities (events), or auxiliary signals that support the interpretation of an entity or relation. Relations may be temporal links (tlinks), describing the order of events and times, or subordinate links (slinks) describing modality and other subordinative activity, or aspectual links (alinks) around the various influences aspectuality has on event structure.

The markup scheme used for temporal information extraction is well-described in the ISO-TimeML standard, and also on [www.timeml.org](http://www.timeml.org).

```
<?xml version=""1.0"" ?>

<TimeML xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:noNamespaceSchemaLocation=""http://timeml.org/timeMLdocs/TimeML_1.2.1.xsd"">
<TEXT>


 PRI20001020.2000.0127 
 NEWS STORY 
 <TIMEX3 tid=""t0"" type=""TIME"" value=""2000-10-20T20:02:07.85"">10/20/2000 20:02:07.85</TIMEX3> 


 The Navy has changed its account of the attack on the USS Cole in Yemen.
 Officials <TIMEX3 tid=""t1"" type=""DATE"" value=""PRESENT_REF"" temporalFunction=""true"" anchorTimeID=""t0"">now</TIMEX3> say the ship was hit <TIMEX3 tid=""t2"" type=""DURATION"" value=""PT2H"">nearly two hours </TIMEX3>after it had docked.
 Initially the Navy said the explosion occurred while several boats were helping
 the ship to tie up. The change raises new questions about how the attackers
 were able to get past the Navy security.


 <TIMEX3 tid=""t3"" type=""TIME"" value=""2000-10-20T20:02:28.05"">10/20/2000 20:02:28.05</TIMEX3> 



<TLINK timeID=""t2"" relatedToTime=""t0"" relType=""BEFORE""/>
</TEXT>
</TimeML>
```

To avoid leaking knowledge about temporal structure, train, dev and test splits must be made at document level for temporal information extraction."
temporal-knowledge-graph-completion,Temporal Knowledge Graph Completion,
temporal-localization,Temporal Localization,
temporal-metadata-manipulation-detection,Temporal Metadata Manipulation Detection,Detecting when the timestamp of an outdoor photograph has been manipulated
temporal-processing,Temporal Processing,
temporal-relation-classification,Temporal Relation Classification,"Temporal Relation Classification is the task that is concerned with classifying the temporal relation between a pair of temporal entities (traditional events and temporal expressions). Initial approaches aimed to classify the temporal relation in thirteen relation types that were depicted by James Allen in his seminal work ""Maintaining Knowledge about Temporal Intervals"". However, due to the ambiguity in the annotation, recent corpora have been limiting the type of relations to a subset of those relations.

Notice that although Temporal Relation Classification can be thought of as a subtask of Temporal Relation Extraction, the two tasks can be morphed if one adds a label that indicates the absence of a temporal relation between the entities (e.g. ""no_relation"" or ""vague"") to Temporal Relation Classification."
temporal-relation-extraction,Temporal Relation Extraction,"Temporal relation extraction systems aim to identify and classify the temporal relation between a pair of entities provided in a text. For instance, in the sentence ""Bob sent a message to Alice while she was leaving her birthday party."" one can infer that the actions ""sent"" and ""leaving"" entails a temporal relation that can be described as ""simultaneous""."
temporal-sequences,Temporal Sequences,"This task asks models to answer questions about which times certain events could have occurred.

Source: [BIG-bench](https://github.com/google/BIG-bench/tree/main/bigbench/benchmark_tasks/temporal_sequences)

Image source:  [BIG-bench](https://github.com/google/BIG-bench/tree/main/bigbench/benchmark_tasks/temporal_sequences)"
temporal-tagging,Temporal Tagging,"Identification of the extent of a temporal expression (timex) in a text. The temporal expressions can be explicit (e.g. ""October, 27 "") or implicit (e.g. ""last month""). 

Other names: Timex Extraction; Timex Identification; Timex Detection"
temporal-view-synthesis,Temporal View Synthesis,
tensor-decomposition,Tensor Decomposition,
tensor-networks,Tensor Networks,
term-extraction,Term Extraction,"Term Extraction, or Automated Term Extraction (ATE), is about extraction domain-specific terms from natural language text. 
For example, the sentence “We meta-analyzed mortality using random-effect models” contains the domain-specific single-word terms ""meta-analyzed"", ""mortality"" and the multi-word term ""random-effect models""."
test-seen,Test seen,
test-unseen,Test unseen,
text2text-generation,text2text-generation,
text2text-generation-1,Text2text Generation,
text-annotation,text annotation,
text-anonymization,Text Anonymization,
text-attribute-transfer,Text Attribute Transfer,"The goal of the **Text Attribute Transfer** task is to change an input text such that the value of a particular linguistic attribute of interest (e.g. language = English, sentiment = Positive) is transferred to a different desired value (e.g. language = French, sentiment = Negative). This task needs approaches that can disentangle the content from other linguistic attributes of the text.


<span class=""description-source"">Source: [Improved Neural Text Attribute Transfer with Non-parallel Data ](https://arxiv.org/abs/1711.09395)</span>"
text-augmentation,Text Augmentation,"You can read these blog posts to get an overview of the approaches.  

- [**A Visual Survey of Data Augmentation in NLP**](https://amitness.com/2020/05/data-augmentation-for-nlp/)"
text-based-de-novo-molecule-generation,Text-based de novo Molecule Generation,
text-based-games,text-based games,Text-based games to evaluate the Reinforcement Learning Agents
text-based-image-editing,Text-based Image Editing,
text-based-model-retrieval,Text based Model Retrieval,
nlp-based-person-retrival,Text based Person Retrieval,
text-based-person-retrieval,Text-based Person Retrieval,
text-based-person-search,Text based Person Search,
text-based-stock-prediction,Text-Based Stock Prediction,"Make stock predictions based on text (e.g., news articles, twitters, etc.)."
text-categorization,Text Categorization,"**Text Categorization** is the task of automatically assigning pre-defined categories to documents written in natural languages. Several types of Text Categorization have been studied, each of which deals with different types of documents and categories, such as topic categorization to detect discussed topics (e.g., sports, politics), spam detection, and sentiment classification to determine the sentiment typically in product or movie reviews.


<span class=""description-source"">Source: [Effective Use of Word Order for Text Categorization with Convolutional Neural Networks ](https://arxiv.org/abs/1412.1058)</span>"
text-classification-1,text-classification,
text-classification,Text Classification,"**Text Classification** is the task of assigning a sentence or document an appropriate category. The categories depend on the chosen dataset and can range from topics. 

Text Classification problems include emotion classification, news classification, citation intent classification, among others. Benchmark datasets for evaluating text classification capabilities include GLUE, AGNews,  among others. 

In recent years, deep learning techniques like XLNet and RoBERTa have attained some of the biggest performance jumps for text classification problems. 

<span style=""color:grey; opacity: 0.6"">( Image credit: [Text Classification Algorithms: A Survey](https://arxiv.org/pdf/1904.08067v4.pdf) )</span>"
text-classificationfill-mask,Text ClassificationFill Mask,
text-clustering,Text Clustering,Grouping a set of texts in such a way that objects in the same group (called a cluster) are more similar (in some sense) to each other than to those in other groups (clusters). (Source: Adapted from Wikipedia)
text-compression,Text Compression,
text-dependent-speaker-verification,Text-Dependent Speaker Verification,
text-detection,Text Detection,Detecting the text in the image and localise it using a bounding box. The text can be in any shape and size. We need to localise all such instances of text in the entire image along with bounding box for each word.
text-effects-transfer,Text Effects Transfer,"Text effects transfer refers to the task of transferring typography styles (e.g., color, texture) to an input image of a text element."
text-generation,Text Generation,"**Text Generation** is the task of generating text with the goal of appearing indistinguishable to human-written text. This task if more formally known as ""natural language generation"" in the literature.

Text generation can be addressed with Markov processes or deep generative models like LSTMs. Recently, some of the most advanced methods for text generation include [BART](/method/bart), [GPT](/method/gpt) and other [GAN-based approaches](/method/gan). Text generation systems are evaluated either through human ratings or automatic evaluation metrics like METEOR, ROUGE, and BLEU. 

Further readings:

- [The survey: Text generation models in deep learning](https://www.sciencedirect.com/science/article/pii/S1319157820303360)
- [Modern Methods for Text Generation](https://arxiv.org/abs/2009.04968)

<span style=""color:grey; opacity: 0.6"">( Image credit: [Adversarial Ranking for Language Generation](https://arxiv.org/abs/1705.11001) )</span>"
text-guided-generation,text-guided-generation,
text-guided-image-editing,text-guided-image-editing,Editing images using text prompts.
text-independent-speaker-recognition,Text-Independent Speaker Recognition,
text-independent-speaker-verification,Text-Independent Speaker Verification,
text-infilling,Text Infilling,"**Text Infilling** is the task of predicting missing spans of text which are consistent with the preceding and subsequent text. Text Infilling is a generalization of the cloze task—cloze historically refers to infilling individual words.


<span class=""description-source"">Source: [Enabling Language Models to Fill in the Blanks ](https://arxiv.org/abs/2005.05339)</span>"
text-line-extraction,Text-Line Extraction,
text-matching,Text Matching,Matching a target text to a source text based on their meaning.
text-pair-classification,Text Pair Classification,
text-reranking,Text Reranking,
text-retrieval,Text Retrieval,
text-segmentation,Text Segmentation,Text segmentation deals with the correct division of a document into semantically coherent blocks.
text-similarity,text similarity,
